,case_id,step_number,org:resource,lifecycle:transition,concept:name,time:timestamp,time:weekday,time:hour,time:day,time:event_count,time:busy_day
30,16,16,10982.0,START,W_Nabellen offertes,2011-10-04 12:56:41.233000+02:00,1,12,4-10-2011,1248,False
31,16,17,10982.0,COMPLETE,O_SELECTED,2011-10-04 12:59:20.034000+02:00,1,12,4-10-2011,1248,False
32,16,18,10982.0,COMPLETE,O_CANCELLED,2011-10-04 12:59:20.034000+02:00,1,12,4-10-2011,1248,False
33,16,19,10982.0,COMPLETE,O_CREATED,2011-10-04 12:59:21.264000+02:00,1,12,4-10-2011,1248,False
34,16,20,10982.0,COMPLETE,O_SENT,2011-10-04 12:59:21.304000+02:00,1,12,4-10-2011,1248,False
35,16,21,10982.0,SCHEDULE,W_Nabellen offertes,2011-10-04 12:59:21.526000+02:00,1,12,4-10-2011,1248,False
36,16,22,10982.0,COMPLETE,W_Nabellen offertes,2011-10-04 12:59:22.813000+02:00,1,12,4-10-2011,1248,False
37,16,23,10899.0,START,W_Nabellen offertes,2011-10-10 13:33:49.257000+02:00,0,13,10-10-2011,1711,False
38,16,24,10899.0,COMPLETE,O_SENT_BACK,2011-10-10 13:33:58.634000+02:00,0,13,10-10-2011,1711,False
39,16,25,10899.0,SCHEDULE,W_Valideren aanvraag,2011-10-10 13:33:58.924000+02:00,0,13,10-10-2011,1711,False
40,16,26,10899.0,COMPLETE,W_Nabellen offertes,2011-10-10 13:34:00.234000+02:00,0,13,10-10-2011,1711,False
41,16,27,10138.0,START,W_Valideren aanvraag,2011-10-13 10:30:56.461000+02:00,3,10,13-10-2011,1450,False
42,16,28,10138.0,SCHEDULE,W_Nabellen incomplete dossiers,2011-10-13 10:49:07.595000+02:00,3,10,13-10-2011,1450,False
43,16,29,10138.0,COMPLETE,W_Valideren aanvraag,2011-10-13 10:49:09.254000+02:00,3,10,13-10-2011,1450,False
44,16,30,,START,W_Nabellen incomplete dossiers,2011-10-13 10:58:34.168000+02:00,3,10,13-10-2011,1450,False
45,16,31,,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 11:03:37.264000+02:00,3,11,13-10-2011,1450,False
46,16,32,,START,W_Nabellen incomplete dossiers,2011-10-13 11:04:05.366000+02:00,3,11,13-10-2011,1450,False
47,16,33,,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 11:06:33.365000+02:00,3,11,13-10-2011,1450,False
48,16,34,,START,W_Nabellen incomplete dossiers,2011-10-13 11:06:53.079000+02:00,3,11,13-10-2011,1450,False
49,16,35,,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 11:08:21.054000+02:00,3,11,13-10-2011,1450,False
50,16,36,11169.0,START,W_Nabellen incomplete dossiers,2011-10-13 11:27:32.444000+02:00,3,11,13-10-2011,1450,False
51,16,37,11169.0,COMPLETE,O_SELECTED,2011-10-13 11:36:52.601000+02:00,3,11,13-10-2011,1450,False
52,16,38,11169.0,COMPLETE,O_CANCELLED,2011-10-13 11:36:52.601000+02:00,3,11,13-10-2011,1450,False
53,16,39,11169.0,COMPLETE,O_CREATED,2011-10-13 11:36:53.652000+02:00,3,11,13-10-2011,1450,False
54,16,40,11169.0,COMPLETE,O_SENT,2011-10-13 11:36:53.686000+02:00,3,11,13-10-2011,1450,False
55,16,41,11169.0,SCHEDULE,W_Nabellen incomplete dossiers,2011-10-13 11:36:53.848000+02:00,3,11,13-10-2011,1450,False
56,16,42,11169.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 11:36:55.756000+02:00,3,11,13-10-2011,1450,False
57,16,43,,START,W_Nabellen incomplete dossiers,2011-10-13 12:14:36.806000+02:00,3,12,13-10-2011,1450,False
58,16,44,,COMPLETE,W_Nabellen incomplete dossiers,2011-10-13 12:16:30.523000+02:00,3,12,13-10-2011,1450,False
59,16,45,,START,W_Nabellen incomplete dossiers,2011-10-18 10:20:13.083000+02:00,1,10,18-10-2011,1729,False
60,16,46,11029.0,COMPLETE,O_SENT_BACK,2011-10-18 10:20:36.413000+02:00,1,10,18-10-2011,1729,False
61,16,47,,SCHEDULE,W_Valideren aanvraag,2011-10-18 10:20:36.613000+02:00,1,10,18-10-2011,1729,False
62,16,48,,COMPLETE,W_Nabellen incomplete dossiers,2011-10-18 10:20:38.657000+02:00,1,10,18-10-2011,1729,False
63,16,49,10809.0,START,W_Valideren aanvraag,2011-10-18 11:50:29.643000+02:00,1,11,18-10-2011,1729,False
64,16,50,10809.0,COMPLETE,O_ACCEPTED,2011-10-18 12:01:28.757000+02:00,1,12,18-10-2011,1729,False
65,16,51,10809.0,COMPLETE,A_APPROVED,2011-10-18 12:01:28.757000+02:00,1,12,18-10-2011,1729,False
66,16,52,10809.0,COMPLETE,A_REGISTERED,2011-10-18 12:01:28.758000+02:00,1,12,18-10-2011,1729,False
67,16,53,10809.0,COMPLETE,A_ACTIVATED,2011-10-18 12:01:28.758000+02:00,1,12,18-10-2011,1729,False
68,16,54,10809.0,COMPLETE,W_Valideren aanvraag,2011-10-18 12:01:37.810000+02:00,1,12,18-10-2011,1729,False
69,20,0,112.0,COMPLETE,A_SUBMITTED,2011-10-01 14:09:16.088000+02:00,5,14,1-10-2011,381,False
70,20,1,112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-01 14:09:16.307000+02:00,5,14,1-10-2011,381,False
71,20,2,112.0,SCHEDULE,W_Afhandelen leads,2011-10-01 14:10:03.002000+02:00,5,14,1-10-2011,381,False
72,20,3,10939.0,START,W_Afhandelen leads,2011-10-01 15:21:30.425000+02:00,5,15,1-10-2011,381,False
73,20,4,10939.0,COMPLETE,A_PREACCEPTED,2011-10-01 15:24:16.783000+02:00,5,15,1-10-2011,381,False
74,20,5,10939.0,SCHEDULE,W_Completeren aanvraag,2011-10-01 15:24:16.818000+02:00,5,15,1-10-2011,381,False
75,20,6,10939.0,COMPLETE,W_Afhandelen leads,2011-10-01 15:24:17.903000+02:00,5,15,1-10-2011,381,False
76,20,7,10939.0,START,W_Completeren aanvraag,2011-10-01 15:56:55.771000+02:00,5,15,1-10-2011,381,False
77,20,8,10939.0,COMPLETE,W_Completeren aanvraag,2011-10-01 15:57:08.108000+02:00,5,15,1-10-2011,381,False
78,20,9,10939.0,START,W_Completeren aanvraag,2011-10-01 15:57:12.437000+02:00,5,15,1-10-2011,381,False
79,20,10,10939.0,COMPLETE,W_Completeren aanvraag,2011-10-01 15:57:18.128000+02:00,5,15,1-10-2011,381,False
80,20,11,,START,W_Completeren aanvraag,2011-10-01 16:00:06.614000+02:00,5,16,1-10-2011,381,False
81,20,12,,COMPLETE,W_Completeren aanvraag,2011-10-01 16:00:29.127000+02:00,5,16,1-10-2011,381,False
82,20,13,11019.0,START,W_Completeren aanvraag,2011-10-01 16:01:55.949000+02:00,5,16,1-10-2011,381,False
83,20,14,11019.0,COMPLETE,W_Completeren aanvraag,2011-10-01 16:09:35.915000+02:00,5,16,1-10-2011,381,False
84,20,15,11119.0,START,W_Completeren aanvraag,2011-10-01 16:27:43.446000+02:00,5,16,1-10-2011,381,False
85,20,16,11119.0,COMPLETE,A_ACCEPTED,2011-10-01 16:33:21.976000+02:00,5,16,1-10-2011,381,False
86,20,17,11119.0,COMPLETE,A_FINALIZED,2011-10-01 16:36:44.831000+02:00,5,16,1-10-2011,381,False
87,20,18,11119.0,COMPLETE,O_SELECTED,2011-10-01 16:36:44.831000+02:00,5,16,1-10-2011,381,False
88,20,19,11119.0,COMPLETE,O_CREATED,2011-10-01 16:37:32.632000+02:00,5,16,1-10-2011,381,False
89,20,20,11119.0,COMPLETE,O_SENT,2011-10-01 16:37:32.669000+02:00,5,16,1-10-2011,381,False
90,20,21,11119.0,SCHEDULE,W_Nabellen offertes,2011-10-01 16:37:32.777000+02:00,5,16,1-10-2011,381,False
91,20,22,11119.0,COMPLETE,W_Completeren aanvraag,2011-10-01 16:37:33.942000+02:00,5,16,1-10-2011,381,False
92,20,23,11119.0,START,W_Nabellen offertes,2011-10-01 16:37:45.563000+02:00,5,16,1-10-2011,381,False
93,20,24,11119.0,COMPLETE,W_Nabellen offertes,2011-10-01 16:39:20.513000+02:00,5,16,1-10-2011,381,False
94,20,25,11119.0,START,W_Nabellen offertes,2011-10-01 16:41:24.002000+02:00,5,16,1-10-2011,381,False
95,20,26,11119.0,COMPLETE,O_CANCELLED,2011-10-01 16:42:16.406000+02:00,5,16,1-10-2011,381,False
96,20,27,11119.0,COMPLETE,O_SELECTED,2011-10-01 16:42:16.406000+02:00,5,16,1-10-2011,381,False
97,20,28,11119.0,COMPLETE,O_CREATED,2011-10-01 16:42:17.394000+02:00,5,16,1-10-2011,381,False
98,20,29,11119.0,COMPLETE,O_SENT,2011-10-01 16:42:17.419000+02:00,5,16,1-10-2011,381,False
99,20,30,11119.0,SCHEDULE,W_Nabellen offertes,2011-10-01 16:42:17.503000+02:00,5,16,1-10-2011,381,False
100,20,31,11119.0,COMPLETE,W_Nabellen offertes,2011-10-01 16:42:18.798000+02:00,5,16,1-10-2011,381,False
101,20,32,11119.0,START,W_Nabellen offertes,2011-10-01 16:42:41.603000+02:00,5,16,1-10-2011,381,False
102,20,33,11119.0,COMPLETE,W_Nabellen offertes,2011-10-01 16:48:25.529000+02:00,5,16,1-10-2011,381,False
103,20,34,11001.0,START,W_Nabellen offertes,2011-10-03 16:35:29.831000+02:00,0,16,3-10-2011,1383,False
104,20,35,11001.0,COMPLETE,A_DECLINED,2011-10-03 16:44:19.335000+02:00,0,16,3-10-2011,1383,False
105,20,36,11001.0,COMPLETE,O_DECLINED,2011-10-03 16:44:19.335000+02:00,0,16,3-10-2011,1383,False
106,20,37,11001.0,COMPLETE,W_Nabellen offertes,2011-10-03 16:44:24.049000+02:00,0,16,3-10-2011,1383,False
107,45,0,112.0,COMPLETE,A_SUBMITTED,2011-10-02 09:23:29.387000+02:00,6,9,2-10-2011,165,False
108,45,1,112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-02 09:23:30.428000+02:00,6,9,2-10-2011,165,False
109,45,2,112.0,COMPLETE,A_PREACCEPTED,2011-10-02 09:24:07.672000+02:00,6,9,2-10-2011,165,False
110,45,3,112.0,SCHEDULE,W_Completeren aanvraag,2011-10-02 09:24:08.083000+02:00,6,9,2-10-2011,165,False
111,45,4,,START,W_Completeren aanvraag,2011-10-03 09:43:16.384000+02:00,0,9,3-10-2011,1383,False
112,45,5,11120.0,COMPLETE,A_ACCEPTED,2011-10-03 09:52:09.477000+02:00,0,9,3-10-2011,1383,False
113,45,6,11120.0,COMPLETE,O_SELECTED,2011-10-03 09:57:31.958000+02:00,0,9,3-10-2011,1383,False
114,45,7,11120.0,COMPLETE,A_FINALIZED,2011-10-03 09:57:31.959000+02:00,0,9,3-10-2011,1383,False
115,45,8,11120.0,COMPLETE,O_CREATED,2011-10-03 09:57:33.333000+02:00,0,9,3-10-2011,1383,False
116,45,9,11120.0,COMPLETE,O_SENT,2011-10-03 09:57:33.385000+02:00,0,9,3-10-2011,1383,False
117,45,10,,SCHEDULE,W_Nabellen offertes,2011-10-03 09:57:33.582000+02:00,0,9,3-10-2011,1383,False
118,45,11,,COMPLETE,W_Completeren aanvraag,2011-10-03 09:57:34.585000+02:00,0,9,3-10-2011,1383,False
119,45,12,,START,W_Nabellen offertes,2011-10-03 09:57:54.164000+02:00,0,9,3-10-2011,1383,False
120,45,13,,COMPLETE,W_Nabellen offertes,2011-10-03 10:04:14.006000+02:00,0,10,3-10-2011,1383,False
121,45,14,10899.0,START,W_Nabellen offertes,2011-10-10 14:00:25.766000+02:00,0,14,10-10-2011,1711,False
122,45,15,10899.0,COMPLETE,O_SENT_BACK,2011-10-10 14:01:44.751000+02:00,0,14,10-10-2011,1711,False
123,45,16,10899.0,SCHEDULE,W_Valideren aanvraag,2011-10-10 14:01:45.054000+02:00,0,14,10-10-2011,1711,False
124,45,17,10899.0,COMPLETE,W_Nabellen offertes,2011-10-10 14:01:46.174000+02:00,0,14,10-10-2011,1711,False
125,45,18,10138.0,START,W_Valideren aanvraag,2011-10-12 08:58:11.723000+02:00,2,8,12-10-2011,1340,False
126,45,19,10138.0,COMPLETE,W_Valideren aanvraag,2011-10-12 08:58:20.394000+02:00,2,8,12-10-2011,1340,False
127,45,20,10138.0,START,W_Valideren aanvraag,2011-10-13 09:08:16.180000+02:00,3,9,13-10-2011,1450,False
128,45,21,10138.0,COMPLETE,O_DECLINED,2011-10-13 09:36:21.589000+02:00,3,9,13-10-2011,1450,False
129,45,22,10138.0,COMPLETE,A_DECLINED,2011-10-13 09:36:21.589000+02:00,3,9,13-10-2011,1450,False
130,45,23,10138.0,COMPLETE,W_Valideren aanvraag,2011-10-13 09:36:24.772000+02:00,3,9,13-10-2011,1450,False
131,48,0,112.0,COMPLETE,A_SUBMITTED,2011-10-02 09:54:39.910000+02:00,6,9,2-10-2011,165,False
132,48,1,112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-02 09:54:40.096000+02:00,6,9,2-10-2011,165,False
133,48,2,112.0,COMPLETE,A_DECLINED,2011-10-02 09:55:24.609000+02:00,6,9,2-10-2011,165,False
134,56,0,112.0,COMPLETE,A_SUBMITTED,2011-10-02 11:45:33.566000+02:00,6,11,2-10-2011,165,False
135,56,1,112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-02 11:45:33.735000+02:00,6,11,2-10-2011,165,False
136,56,2,112.0,SCHEDULE,W_Afhandelen leads,2011-10-02 11:45:48.298000+02:00,6,11,2-10-2011,165,False
137,56,3,11001.0,START,W_Afhandelen leads,2011-10-03 09:23:32.683000+02:00,0,9,3-10-2011,1383,False
138,56,4,11001.0,COMPLETE,W_Afhandelen leads,2011-10-03 09:23:52.840000+02:00,0,9,3-10-2011,1383,False
139,56,5,11001.0,START,W_Afhandelen leads,2011-10-03 09:23:56.192000+02:00,0,9,3-10-2011,1383,False
140,56,6,11001.0,COMPLETE,A_DECLINED,2011-10-03 09:26:32.970000+02:00,0,9,3-10-2011,1383,False
141,56,7,11001.0,COMPLETE,W_Afhandelen leads,2011-10-03 09:26:39.266000+02:00,0,9,3-10-2011,1383,False
142,64,0,112.0,COMPLETE,A_SUBMITTED,2011-10-02 13:24:15.505000+02:00,6,13,2-10-2011,165,False
143,64,1,112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-02 13:24:15.703000+02:00,6,13,2-10-2011,165,False
144,64,2,112.0,SCHEDULE,W_Afhandelen leads,2011-10-02 13:24:24.443000+02:00,6,13,2-10-2011,165,False
145,64,3,11001.0,START,W_Afhandelen leads,2011-10-03 09:30:14.832000+02:00,0,9,3-10-2011,1383,False
146,64,4,11001.0,COMPLETE,A_PREACCEPTED,2011-10-03 09:31:45.662000+02:00,0,9,3-10-2011,1383,False
147,64,5,11001.0,SCHEDULE,W_Completeren aanvraag,2011-10-03 09:31:46.787000+02:00,0,9,3-10-2011,1383,False
148,64,6,11001.0,COMPLETE,W_Afhandelen leads,2011-10-03 09:31:47.864000+02:00,0,9,3-10-2011,1383,False
149,64,7,11180.0,START,W_Completeren aanvraag,2011-10-03 12:54:12.853000+02:00,0,12,3-10-2011,1383,False
150,64,8,11180.0,COMPLETE,W_Completeren aanvraag,2011-10-03 12:54:18.251000+02:00,0,12,3-10-2011,1383,False
151,64,9,11201.0,START,W_Completeren aanvraag,2011-10-03 13:50:17.377000+02:00,0,13,3-10-2011,1383,False
152,64,10,11201.0,COMPLETE,A_ACCEPTED,2011-10-03 13:58:18.374000+02:00,0,13,3-10-2011,1383,False
153,64,11,11201.0,COMPLETE,A_FINALIZED,2011-10-03 14:00:45.550000+02:00,0,14,3-10-2011,1383,False
154,64,12,11201.0,COMPLETE,O_SELECTED,2011-10-03 14:00:45.550000+02:00,0,14,3-10-2011,1383,False
155,64,13,11201.0,COMPLETE,O_CREATED,2011-10-03 14:00:46.779000+02:00,0,14,3-10-2011,1383,False
156,64,14,11201.0,COMPLETE,O_SENT,2011-10-03 14:00:46.805000+02:00,0,14,3-10-2011,1383,False
157,64,15,11201.0,SCHEDULE,W_Nabellen offertes,2011-10-03 14:00:47.019000+02:00,0,14,3-10-2011,1383,False
158,64,16,11201.0,COMPLETE,W_Completeren aanvraag,2011-10-03 14:00:48.082000+02:00,0,14,3-10-2011,1383,False
159,64,17,11201.0,START,W_Nabellen offertes,2011-10-03 14:01:14.897000+02:00,0,14,3-10-2011,1383,False
160,64,18,11201.0,COMPLETE,W_Nabellen offertes,2011-10-03 14:02:13.835000+02:00,0,14,3-10-2011,1383,False
161,64,19,11119.0,START,W_Nabellen offertes,2011-10-10 18:04:49.760000+02:00,0,18,10-10-2011,1711,False
162,64,20,11119.0,COMPLETE,W_Nabellen offertes,2011-10-10 18:19:22.400000+02:00,0,18,10-10-2011,1711,False
163,64,21,11119.0,START,W_Nabellen offertes,2011-10-10 18:19:33.239000+02:00,0,18,10-10-2011,1711,False
164,64,22,11119.0,COMPLETE,W_Nabellen offertes,2011-10-10 18:22:25.176000+02:00,0,18,10-10-2011,1711,False
165,64,23,10889.0,START,W_Nabellen offertes,2011-10-11 16:20:33.893000+02:00,1,16,11-10-2011,1326,False
166,64,24,10889.0,COMPLETE,W_Nabellen offertes,2011-10-11 16:20:52.511000+02:00,1,16,11-10-2011,1326,False
167,64,25,11122.0,START,W_Nabellen offertes,2011-10-19 19:59:56.724000+02:00,2,19,19-10-2011,1764,False
168,64,26,11122.0,COMPLETE,W_Nabellen offertes,2011-10-19 20:01:09.031000+02:00,2,20,19-10-2011,1764,False
169,64,27,,START,W_Nabellen offertes,2011-10-24 11:27:44.344000+02:00,0,11,24-10-2011,2365,False
170,64,28,11029.0,COMPLETE,O_SENT_BACK,2011-10-24 11:28:26.304000+02:00,0,11,24-10-2011,2365,False
171,64,29,,SCHEDULE,W_Valideren aanvraag,2011-10-24 11:28:26.522000+02:00,0,11,24-10-2011,2365,False
172,64,30,,COMPLETE,W_Nabellen offertes,2011-10-24 11:28:27.765000+02:00,0,11,24-10-2011,2365,False
173,64,31,10138.0,START,W_Valideren aanvraag,2011-10-28 11:58:00.271000+02:00,4,11,28-10-2011,1639,False
174,64,32,10138.0,COMPLETE,W_Valideren aanvraag,2011-10-28 12:02:13.700000+02:00,4,12,28-10-2011,1639,False
175,64,33,10138.0,START,W_Valideren aanvraag,2011-10-28 12:05:14.415000+02:00,4,12,28-10-2011,1639,False
176,64,34,10138.0,SCHEDULE,W_Nabellen incomplete dossiers,2011-10-28 12:19:45.139000+02:00,4,12,28-10-2011,1639,False
177,64,35,10138.0,COMPLETE,W_Valideren aanvraag,2011-10-28 12:19:46.515000+02:00,4,12,28-10-2011,1639,False
178,64,36,10982.0,START,W_Nabellen incomplete dossiers,2011-10-28 15:47:59.333000+02:00,4,15,28-10-2011,1639,False
179,64,37,10982.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-28 15:50:05.172000+02:00,4,15,28-10-2011,1639,False
180,64,38,11169.0,START,W_Nabellen incomplete dossiers,2011-10-28 16:04:51.757000+02:00,4,16,28-10-2011,1639,False
181,64,39,11169.0,COMPLETE,O_CANCELLED,2011-10-28 16:27:23.940000+02:00,4,16,28-10-2011,1639,False
182,64,40,11169.0,COMPLETE,O_SELECTED,2011-10-28 16:27:23.940000+02:00,4,16,28-10-2011,1639,False
183,64,41,11169.0,COMPLETE,O_CREATED,2011-10-28 16:27:25.408000+02:00,4,16,28-10-2011,1639,False
184,64,42,11169.0,COMPLETE,O_SENT,2011-10-28 16:27:25.432000+02:00,4,16,28-10-2011,1639,False
185,64,43,11169.0,SCHEDULE,W_Nabellen incomplete dossiers,2011-10-28 16:27:25.672000+02:00,4,16,28-10-2011,1639,False
186,64,44,11169.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-28 16:27:27+02:00,4,16,28-10-2011,1639,False
187,64,45,11169.0,START,W_Nabellen incomplete dossiers,2011-10-28 16:32:53.230000+02:00,4,16,28-10-2011,1639,False
188,64,46,11169.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-28 16:33:57.742000+02:00,4,16,28-10-2011,1639,False
189,64,47,10913.0,START,W_Nabellen incomplete dossiers,2011-10-28 19:49:41.304000+02:00,4,19,28-10-2011,1639,False
190,64,48,10913.0,COMPLETE,W_Nabellen incomplete dossiers,2011-10-28 19:51:35.241000+02:00,4,19,28-10-2011,1639,False
191,64,49,11049.0,START,W_Nabellen incomplete dossiers,2011-11-03 08:54:27.138000+01:00,3,8,3-11-2011,2107,False
192,64,50,11049.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-03 08:54:48.985000+01:00,3,8,3-11-2011,2107,False
193,64,51,10789.0,START,W_Nabellen incomplete dossiers,2011-11-04 11:45:24.188000+01:00,4,11,4-11-2011,1875,False
194,64,52,10789.0,COMPLETE,O_SENT_BACK,2011-11-04 11:46:11.099000+01:00,4,11,4-11-2011,1875,False
195,64,53,10789.0,SCHEDULE,W_Valideren aanvraag,2011-11-04 11:46:11.379000+01:00,4,11,4-11-2011,1875,False
196,64,54,10789.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-04 11:46:12.618000+01:00,4,11,4-11-2011,1875,False
197,64,55,10138.0,START,W_Valideren aanvraag,2011-11-04 13:03:55.257000+01:00,4,13,4-11-2011,1875,False
198,64,56,10138.0,COMPLETE,O_ACCEPTED,2011-11-04 13:09:38.785000+01:00,4,13,4-11-2011,1875,False
199,64,57,10138.0,COMPLETE,A_APPROVED,2011-11-04 13:09:38.785000+01:00,4,13,4-11-2011,1875,False
200,64,58,10138.0,COMPLETE,A_REGISTERED,2011-11-04 13:09:38.785000+01:00,4,13,4-11-2011,1875,False
201,64,59,10138.0,COMPLETE,A_ACTIVATED,2011-11-04 13:09:38.786000+01:00,4,13,4-11-2011,1875,False
202,64,60,10138.0,COMPLETE,W_Valideren aanvraag,2011-11-04 13:09:47.086000+01:00,4,13,4-11-2011,1875,False
203,80,0,112.0,COMPLETE,A_SUBMITTED,2011-10-02 18:30:01.576000+02:00,6,18,2-10-2011,165,False
204,80,1,112.0,COMPLETE,A_PARTLYSUBMITTED,2011-10-02 18:30:01.801000+02:00,6,18,2-10-2011,165,False
205,80,2,112.0,COMPLETE,A_PREACCEPTED,2011-10-02 18:30:55.846000+02:00,6,18,2-10-2011,165,False
206,80,3,112.0,SCHEDULE,W_Completeren aanvraag,2011-10-02 18:30:56.247000+02:00,6,18,2-10-2011,165,False
207,80,4,,START,W_Completeren aanvraag,2011-10-03 10:28:45.688000+02:00,0,10,3-10-2011,1383,False
208,80,5,,COMPLETE,W_Completeren aanvraag,2011-10-03 10:29:11.646000+02:00,0,10,3-10-2011,1383,False
209,80,6,11180.0,START,W_Completeren aanvraag,2011-10-03 10:56:03.124000+02:00,0,10,3-10-2011,1383,False
210,80,7,11180.0,COMPLETE,W_Completeren aanvraag,2011-10-03 10:58:03.556000+02:00,0,10,3-10-2011,1383,False
211,80,8,11180.0,START,W_Completeren aanvraag,2011-10-03 15:15:05.099000+02:00,0,15,3-10-2011,1383,False
212,80,9,11180.0,COMPLETE,A_ACCEPTED,2011-10-03 15:23:23.782000+02:00,0,15,3-10-2011,1383,False
213,80,10,11180.0,COMPLETE,O_SELECTED,2011-10-03 15:29:05.426000+02:00,0,15,3-10-2011,1383,False
214,80,11,11180.0,COMPLETE,A_FINALIZED,2011-10-03 15:29:05.426000+02:00,0,15,3-10-2011,1383,False
215,80,12,11180.0,COMPLETE,O_CREATED,2011-10-03 15:29:06.737000+02:00,0,15,3-10-2011,1383,False
216,80,13,11180.0,COMPLETE,O_SENT,2011-10-03 15:29:06.772000+02:00,0,15,3-10-2011,1383,False
217,80,14,11180.0,SCHEDULE,W_Nabellen offertes,2011-10-03 15:29:06.979000+02:00,0,15,3-10-2011,1383,False
218,80,15,11180.0,COMPLETE,W_Completeren aanvraag,2011-10-03 15:29:08.224000+02:00,0,15,3-10-2011,1383,False
