,REG_DATE,concept:name,AMOUNT_REQ
327,2011-10-05 13:50:58.652000+02:00,174722,17000
328,2011-10-05 13:57:48.473000+02:00,174725,20000
329,2011-10-05 13:58:25.703000+02:00,174728,5000
330,2011-10-05 13:59:22.502000+02:00,174731,15000
331,2011-10-05 14:08:51.353000+02:00,174734,35000
332,2011-10-05 14:09:18.451000+02:00,174737,7500
333,2011-10-05 14:16:21.328000+02:00,174740,6564
334,2011-10-05 14:18:32.445000+02:00,174743,3000
335,2011-10-05 14:18:40.243000+02:00,174746,7000
336,2011-10-05 14:23:21.030000+02:00,174749,25000
337,2011-10-05 14:30:26.450000+02:00,174752,12000
338,2011-10-05 14:36:09.582000+02:00,174755,1500
339,2011-10-05 14:39:49.916000+02:00,174758,15000
340,2011-10-05 14:41:36.497000+02:00,174761,10000
341,2011-10-05 14:57:08.160000+02:00,174764,8000
342,2011-10-05 14:59:13.399000+02:00,174767,26000
343,2011-10-05 15:01:26.985000+02:00,174770,5000
344,2011-10-05 15:10:39.426000+02:00,174773,5000
345,2011-10-05 15:12:06.144000+02:00,174776,5000
346,2011-10-05 15:12:35.717000+02:00,174779,20000
347,2011-10-05 15:20:30.633000+02:00,174782,25500
348,2011-10-05 15:26:32.310000+02:00,174785,8500
349,2011-10-05 15:33:40.652000+02:00,174788,15000
350,2011-10-05 15:39:34.793000+02:00,174791,18000
351,2011-10-05 15:43:08.769000+02:00,174794,6000
352,2011-10-05 15:44:33.801000+02:00,174797,3500
353,2011-10-05 15:48:43.675000+02:00,174800,5000
354,2011-10-05 15:55:04.872000+02:00,174803,18000
355,2011-10-05 15:55:32.150000+02:00,174806,25000
356,2011-10-05 15:56:11.978000+02:00,174809,15000
357,2011-10-05 15:57:53.884000+02:00,174812,5000
358,2011-10-05 15:58:01.779000+02:00,174815,40000
359,2011-10-05 15:58:03.155000+02:00,174818,15000
360,2011-10-05 16:00:10.454000+02:00,174821,18000
361,2011-10-05 16:18:21.863000+02:00,174824,34000
362,2011-10-05 16:24:01.730000+02:00,174827,10000
363,2011-10-05 16:28:51.862000+02:00,174830,500
364,2011-10-05 16:29:10.187000+02:00,174833,11500
365,2011-10-05 16:51:57.543000+02:00,174836,5000
366,2011-10-05 16:53:32.364000+02:00,174839,6000
367,2011-10-05 16:54:58.973000+02:00,174842,5000
368,2011-10-05 17:13:23.580000+02:00,174845,8000
369,2011-10-05 17:14:06.267000+02:00,174848,22500
370,2011-10-05 17:27:46.417000+02:00,174851,5000
371,2011-10-05 17:28:06.642000+02:00,174854,15000
372,2011-10-05 17:38:33.188000+02:00,174857,14500
373,2011-10-05 17:47:55.586000+02:00,174860,5000
374,2011-10-05 18:05:09.280000+02:00,174863,9000
375,2011-10-05 18:06:05.228000+02:00,174866,5000
376,2011-10-05 18:17:04.212000+02:00,174869,20000
377,2011-10-05 18:47:11.468000+02:00,174872,18000
378,2011-10-05 18:56:55.258000+02:00,174875,9000
379,2011-10-05 18:58:46.915000+02:00,174878,22000
380,2011-10-05 19:04:28.473000+02:00,174881,25000
381,2011-10-05 19:18:31.409000+02:00,174884,8500
382,2011-10-05 19:24:55.510000+02:00,174887,7000
383,2011-10-05 19:33:31.037000+02:00,174890,5000
384,2011-10-05 19:33:41.588000+02:00,174893,50000
385,2011-10-05 19:47:04.479000+02:00,174896,40000
386,2011-10-05 19:58:21.428000+02:00,174899,3000
387,2011-10-05 20:05:26.245000+02:00,174902,3500
388,2011-10-05 20:18:40.877000+02:00,174905,16000
389,2011-10-05 20:33:59.871000+02:00,174908,20000
390,2011-10-05 20:38:44.263000+02:00,174911,5000
391,2011-10-05 20:45:02.431000+02:00,174914,20000
392,2011-10-05 20:46:18.432000+02:00,174917,27500
393,2011-10-05 20:51:48.060000+02:00,174920,50000
394,2011-10-05 20:52:54.451000+02:00,174923,15000
395,2011-10-05 21:09:57.132000+02:00,174926,7500
396,2011-10-05 21:10:25.078000+02:00,174929,6000
397,2011-10-05 21:11:38.863000+02:00,174932,49000
398,2011-10-05 21:33:37.743000+02:00,174935,19000
399,2011-10-05 21:52:08.108000+02:00,174938,5000
400,2011-10-05 22:05:26.963000+02:00,174941,13000
401,2011-10-05 22:07:31.997000+02:00,174944,35000
402,2011-10-05 22:21:19.815000+02:00,174947,5000
403,2011-10-05 22:33:17.840000+02:00,174950,7500
404,2011-10-05 22:34:35.702000+02:00,174953,6000
405,2011-10-05 22:40:29.188000+02:00,174956,3000
406,2011-10-05 22:43:06.516000+02:00,174959,30000
407,2011-10-05 23:11:56.411000+02:00,174962,5500
408,2011-10-05 23:13:54.600000+02:00,174965,35000
409,2011-10-06 00:09:23.094000+02:00,174968,12750
410,2011-10-06 07:48:43.515000+02:00,174979,5000
411,2011-10-06 10:04:26.874000+02:00,174982,3500
412,2011-10-06 10:06:12.861000+02:00,174985,99000
413,2011-10-06 10:07:28.702000+02:00,174988,3000
414,2011-10-06 10:28:26.818000+02:00,174991,10000
415,2011-10-06 10:29:28.048000+02:00,174994,10000
416,2011-10-06 10:34:42.581000+02:00,174997,5000
417,2011-10-06 11:04:32.383000+02:00,175000,10000
418,2011-10-06 11:11:06.332000+02:00,175003,5600
419,2011-10-06 11:15:37.733000+02:00,175006,4700
420,2011-10-06 11:17:41.289000+02:00,175009,8000
421,2011-10-06 11:23:32.215000+02:00,175012,50000
422,2011-10-06 11:27:14.314000+02:00,175015,30000
423,2011-10-06 11:43:10.665000+02:00,175018,10000
424,2011-10-06 11:49:18.199000+02:00,175021,11000
425,2011-10-06 11:55:33.384000+02:00,175024,20000
426,2011-10-06 11:58:10.620000+02:00,175027,11000
427,2011-10-06 12:03:55.115000+02:00,175030,6000
428,2011-10-06 12:04:26.496000+02:00,175033,22000
429,2011-10-06 12:07:36.658000+02:00,175036,1500
430,2011-10-06 12:12:22.123000+02:00,175039,6000
431,2011-10-06 12:13:43.316000+02:00,175042,1500
432,2011-10-06 12:15:41.693000+02:00,175045,15000
433,2011-10-06 12:16:59.744000+02:00,175048,6000
434,2011-10-06 12:22:56.094000+02:00,175051,7000
435,2011-10-06 12:34:31.166000+02:00,175054,5200
436,2011-10-06 12:44:02.492000+02:00,175057,14226
437,2011-10-06 12:57:39.522000+02:00,175060,14226
438,2011-10-06 12:58:54.585000+02:00,175063,13000
439,2011-10-06 13:05:53.613000+02:00,175066,8000
440,2011-10-06 13:14:10.150000+02:00,175069,10000
441,2011-10-06 13:43:21.633000+02:00,175072,6000
442,2011-10-06 13:57:10.312000+02:00,175075,32000
443,2011-10-06 14:14:30.678000+02:00,175078,7000
444,2011-10-06 14:18:16.762000+02:00,175081,8000
445,2011-10-06 14:36:09.618000+02:00,175084,3500
446,2011-10-06 14:53:44.052000+02:00,175087,20000
447,2011-10-06 14:55:08.178000+02:00,175090,4000
448,2011-10-06 15:22:15.925000+02:00,175093,15000
449,2011-10-06 15:37:03.700000+02:00,175096,5000
450,2011-10-06 16:00:43.144000+02:00,175099,25000
451,2011-10-06 16:09:07.931000+02:00,175102,5000
452,2011-10-06 16:16:46.355000+02:00,175105,18000
453,2011-10-06 16:21:31.062000+02:00,175108,15000
454,2011-10-06 16:33:15.509000+02:00,175111,50000
455,2011-10-06 17:08:03.759000+02:00,175114,16000
456,2011-10-06 17:33:51.471000+02:00,175117,1000
457,2011-10-06 17:39:10.698000+02:00,175120,10000
458,2011-10-06 17:46:41.756000+02:00,175123,2000
459,2011-10-06 17:49:01.678000+02:00,175126,8000
460,2011-10-06 18:07:01.813000+02:00,175129,6000
461,2011-10-06 18:14:46.084000+02:00,175132,100
462,2011-10-06 18:31:48.465000+02:00,175135,8000
463,2011-10-06 18:47:43.953000+02:00,175138,7000
464,2011-10-06 19:01:44.295000+02:00,175141,7000
465,2011-10-06 19:25:40.734000+02:00,175144,5000
466,2011-10-06 19:29:14.524000+02:00,175147,10000
467,2011-10-06 19:30:44.655000+02:00,175150,4000
468,2011-10-06 19:39:51.582000+02:00,175153,6000
469,2011-10-06 19:41:49.235000+02:00,175156,5000
470,2011-10-06 19:42:23.829000+02:00,175159,3000
471,2011-10-06 20:04:34.326000+02:00,175162,5000
472,2011-10-06 20:15:29.238000+02:00,175165,10000
473,2011-10-06 20:17:58.636000+02:00,175168,8000
474,2011-10-06 20:26:11.245000+02:00,175171,5000
475,2011-10-06 20:46:32.580000+02:00,175174,12000
476,2011-10-06 21:00:22.007000+02:00,175177,7300
477,2011-10-06 21:08:33.501000+02:00,175180,5000
478,2011-10-06 21:21:14.228000+02:00,175183,8000
479,2011-10-06 21:21:20.126000+02:00,175186,5000
480,2011-10-06 21:26:11.896000+02:00,175189,32000
481,2011-10-06 21:35:46.279000+02:00,175192,25000
482,2011-10-06 21:40:47.368000+02:00,175195,28000
483,2011-10-06 21:43:52.908000+02:00,175198,10000
484,2011-10-06 22:11:32.249000+02:00,175201,7500
485,2011-10-06 22:48:32.872000+02:00,175204,15750
486,2011-10-06 23:02:27.440000+02:00,175219,12000
487,2011-10-06 23:17:33.015000+02:00,175222,2000
488,2011-10-07 00:20:41.816000+02:00,175225,19000
489,2011-10-07 00:47:38.392000+02:00,175228,5000
490,2011-10-07 01:18:13.205000+02:00,175231,22000
491,2011-10-07 04:49:08.684000+02:00,175234,11280
492,2011-10-07 07:12:29.222000+02:00,175239,50000
493,2011-10-07 07:54:26.373000+02:00,175242,11500
494,2011-10-07 09:02:16.189000+02:00,175245,6000
495,2011-10-07 09:17:14.997000+02:00,175248,14000
496,2011-10-07 09:22:24.750000+02:00,175251,5000
497,2011-10-07 09:32:00.789000+02:00,175254,2500
